#event_id,pid,pt [GeV],eta,phi,E [GeV],mass [GeV],v_true
3205,90,353.599,-1.57642,-2.72253,891.833,-2.08138e-06,0
3205,90,372.108,-1.52827,0.383866,898.1,0.000510882,0
3205,11,372.108,-1.52827,0.383866,898.1,0.000511,0
3206,90,299.148,-0.257786,-0.124783,309.753,19.4269,1
3206,90,472.581,-0.52519,2.80902,552.401,119.74,0
3206,13,88.0851,0.0426593,-0.906458,88.1653,0.10566,0
3207,90,491.57,0.868211,-2.7163,692.572,72.424,1
3207,11,39.7363,-0.108797,-1.08903,39.9717,0.000511,0
3208,90,266.65,0.145993,2.93437,280.828,78.9681,1
3208,11,72.502,-0.786717,1.05651,96.1199,0.000511,0
3209,90,357.088,0.0144637,1.76002,357.416,14.3903,0
3209,13,97.8947,-1.51605,-1.62592,233.664,0.10566,0
3210,90,337.357,-0.616871,0.275821,411.97,82.5925,1
3210,90,355.306,0.302107,-2.94749,376.998,63.3129,1
3210,13,41.152,0.132521,-2.64816,41.514,0.10566,0
3211,90,347.759,0.146743,0.677059,392.294,174.171,1
3211,90,419.436,0.0788559,-2.52434,433.933,106.187,0
3211,11,105.114,-0.274717,0.981845,109.106,0.000511,0
3212,90,259.953,1.11139,-1.20879,446.091,86.021,0
3212,11,245.731,0.0038346,1.87793,245.733,0.000511,0
3213,90,296.15,0.781133,-2.19229,398.206,74.4219,1
3213,11,211.505,-1.69149,0.958704,593.46,0.000511,0
3214,90,267.072,0.0639594,-0.935542,269.128,28.4649,0
3214,13,287.525,-0.686825,2.83396,358.05,0.10566,0
3215,90,610.005,-1.00879,-2.8691,981.698,256.404,1
3215,90,550.28,1.13816,0.316951,947.113,21.4161,0
3215,13,162.5,-2.26959,0.408035,794.528,0.10566,0
3216,90,250.857,-0.178256,-0.378765,265.127,73.0904,1
3216,11,236.553,1.50453,2.35178,558.756,0.000511,0
3217,90,369.8,-0.854787,0.536664,522.248,96.1094,1
3217,13,89.5285,1.47303,-2.8735,205.543,0.10566,0
3218,90,346.611,0.492311,-1.24142,406.828,117.566,1
3218,90,419.254,-0.894107,1.91673,598.301,0.000510977,0
3218,11,419.254,-0.894107,1.91673,598.301,0.000511,0
3219,90,256.816,-0.214456,-0.854752,278.112,91.1711,1
3219,13,180.583,-2.44223,2.18789,1046.08,0.10566,0
3220,90,349.655,1.06242,1.59144,576.943,110.491,0
3220,13,41.693,0.880481,-2.51938,58.9258,0.10566,0
3221,90,260.447,1.62206,0.0102504,690.275,84.3352,0
3221,13,124.122,0.880189,-2.90708,175.388,0.10566,0
3222,90,259.821,-1.93809,1.95389,925.037,86.3697,1
3222,11,35.118,-2.05649,1.38374,139.53,0.000511,0
3223,90,304.686,0.968081,1.44901,464.986,74.5958,1
3223,13,27.2587,1.33855,-1.59829,55.5496,0.10566,0
3224,90,280.237,-1.74155,-0.976492,828.575,85.9954,1
3224,13,27.7538,0.584838,2.0528,32.6372,0.10566,0
3225,90,845.5,0.608155,-0.761327,1067.27,354.323,1
3225,90,872.62,-1.00506,2.37808,1359.53,145.447,1
3225,11,114.84,0.791738,-0.430284,152.753,0.000511,0
3226,90,351.806,-0.705656,-0.319867,451.48,86.6236,1
3226,11,176.332,-0.492191,-3.11684,198.125,0.000511,0
3227,90,301.661,-0.618647,-2.71131,372.623,91.3498,0
3227,90,283.058,-1.9858,0.567092,1050.56,15.0062,1
3227,11,55.055,-0.346352,2.97319,58.3903,0.000511,0
3228,90,328.116,-0.19754,2.25211,335.004,17.6476,1
3228,11,79.719,-0.193314,2.24844,81.2132,0.000511,0
3229,90,266.971,1.00242,-1.27954,413.166,19.2417,1
3229,13,157.989,0.782295,2.29197,208.848,0.10566,0
3230,90,258.502,-1.37735,-0.607758,552.558,91.0514,0
3230,90,267.435,-0.877519,2.56442,386.704,85.2886,1
3230,11,220.444,-1.28973,-0.453941,430.653,0.000511,0
3231,90,250.921,-1.08486,2.38257,422.969,88.3378,1
3231,13,173.053,-2.23365,1.70337,816.898,0.10566,0
3232,90,258.445,-1.08152,2.36203,433.97,88.2016,1
3232,13,39.4679,-0.876153,-0.345459,55.6109,0.10566,0
3233,90,279.651,-1.02078,-1.12736,445.683,79.978,0
3233,11,39.7408,1.83023,-2.97663,127.085,0.000511,0
3234,90,261.902,0.828412,-0.493394,368.013,89.2458,1
3234,13,50.6762,-0.763524,2.53909,66.1793,0.10566,0
3235,90,697.455,0.337,2.60674,737.884,25.7077,0
3235,90,735.027,0.898291,-0.484335,1054.81,75.9688,1
3235,11,246.194,0.838764,-0.367159,337.994,0.000511,0
3236,90,331.217,0.120644,0.833259,351.302,110.016,0
3236,11,176.099,0.310838,0.984343,184.675,0.000511,0
3237,90,280.032,-0.786334,-2.77357,402.379,155.398,1
3237,11,43.4113,1.11978,0.376458,73.5939,0.000511,0
3238,90,250.709,0.190947,-1.44181,255.534,11.0789,0
3238,13,69.4935,-0.866141,1.25653,97.2315,0.10566,0
3239,90,256.737,0.204667,-2.53567,263.117,22.7358,0
3239,11,131.811,0.967505,1.01617,198.468,0.000511,0
3240,90,525.071,-1.0775,1.95852,860.549,4.94917,0
3240,13,396.019,0.228887,-1.59187,406.437,0.10566,0
3241,90,268.018,-1.31477,3.05135,548.499,120.842,1
3241,90,308.65,0.51474,-0.0107071,358.122,73.7276,0
3241,11,116.537,-1.24941,-2.71167,219.96,0.000511,0
3242,90,446.001,0.167855,2.00601,460.506,86.5524,1
3242,90,521.608,-1.07973,-1.24819,856.618,20.6164,0
3242,11,69.4039,-1.08,-1.25354,113.97,0.000511,0
3243,90,385.81,1.4856,3.02667,905.812,133.992,1
3243,90,450.407,0.297678,0.182726,489.704,135.756,0
3243,11,95.2631,1.00392,-2.15691,147.439,0.000511,0
3244,90,269.383,-0.154916,0.353585,278.884,58.767,1
3244,11,151.392,1.13349,-2.70428,259.516,0.000511,0
3245,90,881.912,-0.776236,2.83668,1161.99,42.3003,0
3245,90,1058.01,-0.038258,-0.451383,1062.58,89.6559,1
3245,13,104.729,-0.814162,2.8334,141.399,0.10566,0
3246,90,396.983,0.421782,1.0401,450.239,124.019,1
3246,90,439.673,0.701136,-1.99895,556.469,68.4481,0
3246,11,34.1979,0.772256,-1.97436,44.9123,0.000511,0
3247,90,310.106,0.452745,0.830629,342.676,12.8434,0
3247,13,26.9341,2.45635,0.515519,158.21,0.10566,0
3248,90,290.231,0.93371,-0.839392,450.069,144.602,0
3248,90,310.077,-1.26386,2.17195,599.937,94.1735,1
3248,11,113.375,0.970963,-1.46311,171.151,0.000511,0
3249,90,319.336,1.70781,3.11907,909.885,11.6485,0
3249,11,105.168,-0.446956,-0.0551402,115.849,0.000511,0
3250,90,370.042,-0.997569,1.12421,577.355,92.1782,0
3250,11,327.161,-0.881994,1.11078,462.879,0.000511,0
3251,90,283.85,0.918608,-0.835111,419.686,78.5254,1
3251,13,291.165,0.984814,2.18315,444.147,0.10566,0
3252,90,285.444,1.51793,2.56326,686.667,75.6321,0
3252,90,352.169,0.631722,-0.539011,434.437,90.9592,0
3252,11,282.065,0.512266,-0.456335,319.891,0.000511,0
3253,90,359.524,0.0751662,1.19067,371.897,91.2039,0
3253,90,360.88,0.436549,-1.91197,397.998,41.6101,0
3253,11,209.811,0.214174,1.35299,214.641,0.000511,0
3254,90,354.956,0.527998,0.219177,416.381,94.163,0
3254,11,283.826,0.576291,0.109761,332.276,0.000511,0
3255,90,285.076,1.31488,-1.75529,569.641,24.1943,0
3255,90,302.835,1.84048,0.21176,978.082,19.0043,0
3255,11,127.08,1.83111,0.211277,406.725,0.000511,0
3256,90,280.254,0.757481,1.96044,367.513,46.3824,1
3256,13,66.9837,0.00868441,-1.29043,66.9864,0.10566,0
3257,90,391.223,-0.62446,-0.774477,477.427,83.8108,1
3257,90,388.744,-0.594839,2.43644,476.08,124.283,1
3257,13,34.9826,-0.405168,-0.988441,37.8937,0.10566,0
3258,90,283.659,-1.97179,-0.610011,1038.72,17.0068,0
3258,13,49.8044,0.722047,3.08723,63.3612,0.10566,0
3259,90,366.958,-0.41883,1.62782,409.633,90.0309,1
3259,90,419.15,-1.39502,-1.6907,897.705,14.8227,0
3259,11,28.6297,-0.204332,1.29829,29.2294,0.000511,0
3260,90,265.009,0.475841,-0.367166,296,15.7461,0
3260,11,46.9464,-0.93469,2.85849,68.9908,0.000511,0
3261,90,263.251,1.0643,-2.18198,427.067,9.41085,1
3261,11,37.8637,1.04819,-2.18184,60.6398,0.000511,0
3262,90,256.696,-0.574197,2.36141,300.188,0.000510973,0
3262,11,256.696,-0.574197,2.36141,300.188,0.000511,0
3263,90,265.653,0.564946,-2.50156,321.119,86.7262,0
3263,90,302.772,0.440821,0.46934,332.67,0.000511011,0
3263,11,302.772,0.440821,0.46934,332.67,0.000511,0
3264,90,319.924,1.36294,-0.107599,692.837,190.906,1
3264,11,176.439,1.19473,0.323764,318.072,0.000511,0
3265,90,292.579,1.37576,-0.285708,616.034,7.6139,0
3265,13,87.676,1.14146,-3.0572,151.272,0.10566,0
3266,90,256.771,0.0111519,0.424541,285.386,124.522,0
3266,13,222.305,-0.802991,-2.78568,297.911,0.10566,0
3267,90,264.876,-0.821143,0.890897,372.316,97.5569,0
3267,90,288.233,-0.23213,-2.13521,296.313,12.8607,0
3267,11,227.775,-0.656987,0.788922,278.726,0.000511,0
3268,90,350.329,0.087205,0.427044,355.218,50.141,0
3268,11,207.819,-0.783967,-2.87059,275.02,0.000511,0
3269,90,255.808,0.9257,1.55149,385.697,96.3669,1
3269,11,49.9044,0.447047,-2.5115,54.9747,0.000511,0
3270,90,285.85,-1.307,-2.5724,570.362,63.6872,0
3270,11,78.7161,-1.76662,0.104449,237.013,0.000511,0
3271,90,253.488,-0.552196,-1.51138,293.288,9.73377,0
3271,13,108.301,-0.629307,1.51107,130.463,0.10566,0
3272,90,283.142,-0.601364,-2.0901,341.057,59.0773,1
3272,13,37.1668,1.02914,1.43642,58.6488,0.10566,0
3273,90,251.552,1.95859,-2.25268,909.606,18.9096,0
3273,13,40.0546,2.19743,0.946514,182.508,0.10566,0
3274,90,259.259,-1.39968,-2.25845,570.462,120.993,1
3274,11,88.9708,-0.547189,0.887926,102.626,0.000511,0
3275,90,287.817,-0.958533,0.156896,438.7,84.5413,1
3275,90,325.55,-0.477552,-3.07333,363.603,12.6763,1
3275,11,27.9986,-0.899367,0.140017,40.1063,0.000511,0
3276,90,388.762,-0.973132,-1.24578,592.643,75.3737,0
3276,90,468.401,-0.166586,1.91694,483.76,92.0825,1
3276,11,47.8381,-0.920586,-0.972238,69.5817,0.000511,0
3277,90,332.075,-0.0575357,-1.12984,333.798,27.9637,0
3277,13,90.8777,-0.0257912,-2.89789,90.908,0.10566,0
3278,90,284.407,0.765821,-0.939553,379.456,75.0348,1
3278,90,437.161,-0.335903,2.39882,470.866,90.6599,1
3278,13,42.2039,0.836725,-0.953335,57.8599,0.10566,0
3279,90,288.853,-1.47423,-1.30458,663.874,0.000510981,0
3279,11,288.853,-1.47423,-1.30458,663.874,0.000511,0
3280,90,268.266,-0.920077,1.22828,404.464,106.995,1
3280,11,99.466,-0.617747,1.58862,119.056,0.000511,0
3281,90,277.3,-0.896368,-2.61785,404.586,81.1508,1
3281,11,77.9297,-1.87621,0.717977,260.36,0.000511,0
3282,90,284.557,-0.483129,1.15753,318.729,14.0781,0
3282,11,30.1933,-0.767785,-2.52071,39.5386,0.000511,0
3283,90,332.69,-0.486607,-0.653249,383.316,88.9117,1
3283,13,172.347,-0.177243,2.18466,175.061,0.10566,0
3284,90,453.128,1.90238,2.27287,1554.41,82.89,1
3284,90,433.896,1.0378,-0.958699,695.27,90.9603,1
3284,11,28.6415,1.60887,2.34129,74.4292,0.000511,0
3285,90,296.294,0.464375,-2.49277,345.662,106.585,0
3285,90,267.108,0.220964,0.709879,288.327,90.8031,1
3285,11,172.665,0.173571,-2.36048,175.272,0.000511,0
3286,90,254.524,0.0425282,-0.394701,256.496,29.8363,1
3286,13,118.852,0.789109,2.76192,157.816,0.10566,0
3287,90,271.644,0.245765,0.308928,280.038,9.10603,1
3287,90,292.664,-0.668683,-2.9764,364.149,50.9328,1
3287,11,28.1174,-0.769389,-2.90878,36.8583,0.000511,0
3288,90,331.767,-0.457615,0.255007,395.614,147.435,0
3288,90,369.337,-1.76624,-2.89443,1114.27,76.1275,1
3288,11,60.5176,-1.75014,-2.97188,179.41,0.000511,0
3289,90,386.898,-0.363475,-2.87138,419.714,76.2038,1
3289,13,266.315,-1.76247,0.457634,798.737,0.10566,0
3290,90,275.649,0.931308,-2.84257,404.083,0.000511002,0
3290,11,275.649,0.931308,-2.84257,404.083,0.000511,0
3291,90,434.481,-1.53101,-2.31555,1054.69,84.9416,1
3291,90,513.674,-0.606393,0.73108,611.224,14.7494,0
3291,13,40.6983,-1.50942,-2.44286,96.56,0.10566,0
3292,90,349.367,-1.30653,3.08931,700.474,105.658,1
3292,90,364.731,0.382168,-0.399205,414.605,135.922,0
3292,13,28.1096,-0.876259,2.90748,39.6099,0.10566,0
3293,90,257.293,0.491164,-1.89548,321.372,140.653,1
3293,11,47.8149,1.27851,1.30382,92.5153,0.000511,0
3294,90,283.92,-1.3956,2.99434,612.956,75.3103,0
3294,90,514.971,0.884923,-2.29119,730.194,11.0257,1
3294,90,726.241,-0.402371,0.484123,787.959,57.9124,1
3294,11,45.6362,0.882566,-2.29342,64.5938,0.000511,0
3295,90,266.615,-1.26235,-1.26256,516.994,91.7165,0
3295,11,215.459,-1.15,-1.09987,374.34,0.000511,0
3296,90,260.861,1.82703,0.156038,834.015,62.6164,0
3296,11,30.2339,1.11575,3.04532,51.0882,0.000511,0
3297,90,252.611,1.04397,2.90574,403.61,17.3931,0
3297,11,111.122,1.74264,-0.567295,327.111,0.000511,0
3298,90,335.015,-0.28018,0.315384,349.201,25.7475,0
3298,11,79.9756,0.627167,2.44764,96.2268,0.000511,0
3299,90,282.962,1.85253,-1.00998,936.635,151.723,0
3299,90,295.941,1.81174,2.52195,930.306,27.0932,1
3299,11,129.909,2.08797,-0.727889,532.138,0.000511,0
3300,90,361.372,1.39551,-1.29865,779.279,88.8834,1
3300,90,393.124,1.56493,1.76826,986.812,105.761,0
3300,11,349.131,1.51222,1.86798,830.447,0.000511,0
3301,90,275.873,0.870453,1.3921,388.297,29.7762,0
3301,13,79.7932,-1.00025,-2.15391,123.151,0.10566,0
3302,90,285.659,0.693005,1.25909,357.053,2.60845,0
3302,90,300.945,1.09414,-1.58482,499.787,0.000511006,0
3302,11,300.945,1.09414,-1.58482,499.787,0.000511,0
3303,90,265.67,0.553946,-2.04394,318.291,82.2339,1
3303,90,282.371,1.66948,1.07611,780.594,82.7291,0
3303,11,238.724,1.53388,1.16319,579.126,0.000511,0
3304,90,252.357,1.11376,-0.514829,425.949,13.3539,0
3304,13,25.2593,0.709169,-2.65801,31.8819,0.10566,0
3305,90,271.869,0.0137598,-2.34073,312.29,153.617,0
3305,11,188.866,-0.171016,-2.65554,191.634,0.000511,0
3306,90,328.151,-0.360795,-2.59752,361.516,91.5112,0
3306,11,182.077,-0.465416,-2.37451,202.156,0.000511,0
3307,90,263.049,-0.327076,-0.52883,291.797,90.9998,0
3307,11,191.703,-0.0996948,-0.561935,192.657,0.000511,0
3308,90,273.096,-0.978275,-2.82332,423.024,84.3174,1
3308,90,292.397,-1.94572,0.00204494,1044.38,24.5535,0
3308,11,89.983,-0.455848,2.32672,99.4952,0.000511,0
3309,90,258.974,1.29436,-0.269111,515.622,88.6667,1
3309,13,27.0694,1.82174,2.54534,85.8689,0.10566,0
3310,90,716.164,-0.712054,1.57967,911.097,100.65,1
3310,90,728.324,-0.273891,-1.55421,761.494,92.8392,1
3310,11,48.1993,-0.77489,1.50518,63.4088,0.000511,0
3311,90,268.497,1.05047,2.12942,439.958,89.4249,1
3311,90,340.534,0.205987,-0.728528,347.897,8.8599,0
3311,13,140.658,1.17896,3.09678,250.274,0.10566,0
3312,90,391.378,0.696746,1.88332,492.48,46.4709,0
3312,13,354.054,0.311495,-1.25183,371.37,0.10566,0
3313,90,359.007,1.47442,3.09386,834.333,122.792,0
3313,13,114.972,1.84932,0.0454948,374.396,0.10566,0
3314,90,270.515,1.99715,-0.865159,1022.25,122.069,0
3314,11,79.1763,2.4346,-0.819914,455.218,0.000511,0
3315,90,327.344,-0.737731,-1.77111,423.896,53.2679,0
3315,13,142.715,-2.1891,1.00177,645.012,0.10566,0
3316,90,296.084,-0.281208,2.10501,316.354,72.7785,1
3316,90,316.902,1.67703,-1.09971,880.921,80.0145,1
3316,13,54.6548,-0.420218,2.34649,59.5519,0.10566,0
3317,90,257.315,1.04405,2.79861,410.993,13.5872,0
3317,13,90.2264,-0.226358,-0.582774,92.5479,0.10566,0
3318,90,310.479,-0.136548,-2.50233,319.521,62.3499,1
3318,90,347.045,0.166936,1.40963,357.175,61.2057,0
3318,13,195.981,-0.241819,-2.40886,201.74,0.10566,0
3319,90,505.391,-1.42753,-1.8722,1114.1,18.1875,0
3319,11,37.2589,-0.493625,1.17267,41.8912,0.000511,0
3320,90,287.804,-1.70979,-1.8183,823.108,51.5323,0
3320,13,89.9459,-2.37167,2.01824,486.095,0.10566,0
3321,90,253.987,-0.710162,-2.63542,331.348,83.0517,1
3321,90,251.082,-0.687746,0.597699,312.998,9.9392,0
3321,13,38.0415,0.210575,2.49592,38.8882,0.10566,0
3322,90,262.282,0.770132,-0.737784,360.3,107.201,0
3322,11,183.6,0.921313,-0.656887,267.191,0.000511,0
3323,90,254.069,1.84645,2.07723,826.279,44.0554,0
3323,90,262.946,1.17293,-0.991416,468.347,51.2726,1
3323,11,105.087,0.999604,-0.884878,162.109,0.000511,0
3324,90,323.413,0.297798,-2.07687,368.317,146.657,1
3324,90,346.767,-0.686669,1.28361,431.936,11.508,0
3324,11,56.1854,0.189929,-2.83442,57.2018,0.000511,0
3325,90,254.08,-1.0635,0.0764262,421.866,91.4701,0
3325,11,51.75,-1.61848,-0.248479,135.679,0.000511,0
3326,90,394.375,0.14889,2.61,409.237,92.0321,1
3326,13,42.576,2.38991,-0.61202,234.256,0.10566,0
3327,90,879.818,0.700471,-1.33532,1106.53,64.771,1
3327,90,940.726,-0.646105,1.66121,1157.26,174.654,0
3327,13,59.6257,0.899496,-1.33512,85.4181,0.10566,0
3328,90,459.156,-0.441902,1.58265,514.332,98.9614,0
3328,90,495.473,0.329247,-1.57092,522.92,19.0589,0
3328,11,387.887,-0.375432,1.52049,415.546,0.000511,0
3329,90,273.981,-1.35064,2.08837,567.161,57.2858,0
3329,11,27.3308,-0.766431,-1.25618,35.7588,0.000511,0
3330,90,253.57,0.497997,2.20648,308.043,115.258,0
3330,11,92.8082,-0.0925985,2.31727,93.2064,0.000511,0
3331,90,259.025,-0.303092,-1.94967,280.683,73.0393,1
3331,13,170.702,0.0348874,1.1684,170.806,0.10566,0
3332,90,305.497,-0.655677,-2.50274,400.067,143.22,0
3332,13,247.999,-0.0819869,0.720273,248.833,0.10566,0
3333,90,277.741,0.238123,-1.14224,296.66,80.0607,1
3333,11,80.9997,0.117844,-1.06727,81.5628,0.000511,0
3334,90,261.68,0.792199,-0.952183,350.436,39.7248,0
3334,13,80.4767,0.66809,1.94097,99.115,0.10566,0
3335,90,360.13,0.644865,-0.695391,438.037,18.6179,1
3335,13,159.112,-2.39662,3.0674,881.244,0.10566,0
3336,90,266.413,1.55691,-0.0150946,665.289,83.5068,1
3336,13,202.273,0.754424,2.95748,262.618,0.10566,0
3337,90,385.774,0.963197,-1.63274,579.245,17.0583,1
3337,90,398.545,0.286412,1.49443,424.595,89.7365,0
3337,11,355.759,0.204063,1.50631,363.192,0.000511,0
3338,90,276.739,-0.531735,2.71928,330.801,95.2457,0
3338,11,152.236,-0.219807,2.60769,155.929,0.000511,0
3339,90,531.969,-0.131637,2.53242,542.09,77.061,1
3339,90,681.346,-0.169849,-0.569138,692.757,46.4479,0
3339,13,182.379,-0.65988,2.71212,223.549,0.10566,0
3340,90,272.991,0.707795,2.47946,365.342,122.27,1
3340,13,137.406,0.733503,-0.666928,176.058,0.10566,0
3341,90,463.699,0.901708,0.92659,669.283,72.588,1
3341,13,189.277,0.122093,-2.12852,190.689,0.10566,0
3342,90,433.167,0.742527,1.55114,576.836,145.563,0
3342,90,481.301,0.36844,-1.66733,514.385,6.77697,0
3342,11,354.139,0.627414,1.56096,426.159,0.000511,0
3343,90,291.367,-0.117846,-0.577982,306.523,88.7522,1
3343,11,25.9191,-0.102227,2.94224,26.0546,0.000511,0
3344,90,259.35,1.18046,0.362539,462.227,13.4417,0
3344,13,44.5596,2.19567,-2.98739,202.686,0.10566,0
3345,90,287.102,-0.677961,1.51633,356.488,24.4616,1
3345,13,51.0415,-2.20827,-1.03699,235.043,0.10566,0
3346,90,318.518,1.62486,-0.443234,842.487,64.2568,0
3346,90,756.784,0.96491,3.0622,1138.1,43.0307,0
3346,13,29.308,0.871894,-0.236382,41.1719,0.10566,0
3347,90,261.6,0.738741,0.942828,366.495,145.703,0
3347,13,86.8948,0.775188,-2.25329,114.337,0.10566,0
3348,90,617.033,1.90811,0.845977,2127,85.7267,1
3348,90,765.179,0.63005,-2.15003,923.075,41.4421,0
3348,11,43.0383,1.68202,0.772959,119.699,0.000511,0
3349,90,261.404,-0.458883,-0.713687,289.8,14.9723,1
3349,90,293.271,-1.41884,2.59126,647.729,90.0967,0
3349,11,101.407,-1.3785,2.43545,214.014,0.000511,0
3350,90,258.866,0.713827,-2.81235,339.197,87.6854,1
3350,11,70.7516,0.746977,-3.00357,91.4255,0.000511,0
3351,90,264.849,-0.994837,1.33027,407.118,5.48721,0
3351,90,282.744,0.0355834,-2.20594,284.847,33.0497,0
3351,11,144.565,-2.04109,-0.0435071,565.89,0.000511,0
3352,90,318.227,-0.425578,0.461406,358.198,86.9543,1
3352,13,104.5,-0.960531,-0.735848,156.529,0.10566,0
3353,90,285.159,0.369872,1.49042,317.846,89.8296,1
3353,11,188.549,-0.563557,-1.74618,219.291,0.000511,0
3354,90,357.193,0.478381,3.04524,398.944,8.67396,0
3354,11,114.491,-0.584099,0.498958,134.583,0.000511,0
3355,90,257.706,1.06594,-0.69864,428.616,92.5211,0
3355,11,25.4335,0.619333,2.28497,30.4693,0.000511,0
3356,90,281.165,1.88314,-1.50795,946.388,38.9142,0
3356,13,88.3532,2.28301,2.48357,437.708,0.10566,0
3357,90,320.276,-0.317428,3.00546,354.873,112.562,0
3357,13,25.0472,-1.98861,-0.0809244,93.2038,0.10566,0
3358,90,268.786,0.130249,-0.369771,271.213,8.84646,0
3358,11,27.1573,-0.518532,3.03476,30.8908,0.000511,0
3359,90,283.061,-0.481097,0.445755,326.852,81.7811,0
3359,11,31.6713,-0.661939,0.474251,38.8669,0.000511,0
3360,90,497.007,-1.99285,-1.94217,1857.09,19.2172,0
3360,13,406.536,-1.67892,1.17566,1127.39,0.10566,0
3361,90,316.185,0.170712,-0.210911,321.271,17.3183,0
3361,90,482.816,-0.766072,2.97477,638.911,96.6672,1
3361,13,25.6058,0.161622,-0.187875,25.9412,0.10566,0
3362,90,299.54,0.135885,-1.43344,323.583,115.387,0
3362,90,295.913,-0.459985,1.73846,328.679,24.3649,0
3362,11,199.542,0.10579,-1.60503,200.659,0.000511,0
3363,90,328.856,1.03636,-2.91904,528.566,84.0255,0
3363,11,62.8844,1.50498,-3.06459,148.598,0.000511,0
3364,90,374.278,1.17885,0.480824,671.066,83.179,1
3364,13,110.425,0.193084,-2.66382,112.49,0.10566,0
3365,90,252.153,-0.659078,-2.98908,310.535,31.531,0
3365,13,54.0462,0.41156,-0.0814026,58.6885,0.10566,0
3366,90,285.856,-0.268604,2.21077,296.465,11.8215,0
3366,90,335.3,0.64898,0.513636,418.575,91.6261,1
3366,11,35.4851,0.413036,-1.83122,38.5552,0.000511,0
3367,90,362.336,-1.22306,0.855228,684.998,147.842,0
3367,90,370.565,-1.7219,-2.14126,1083.73,173.257,1
3367,13,33.415,-1.92656,-2.01686,117.145,0.10566,0
3368,90,533.318,-0.351015,0.572684,566.634,11.7465,0
3368,13,299.123,-0.244502,-2.82682,308.109,0.10566,0
3369,90,257.485,1.40741,1.32628,557.524,7.40522,0
3369,13,25.6312,0.514767,-1.11809,29.103,0.10566,0
3370,90,299.204,-1.39535,0.00962211,643.481,57.4377,1
3370,90,443.192,-0.843391,-3.08742,616.531,86.8577,1
3370,13,57.5792,-1.66661,0.0788147,157.855,0.10566,0
3371,90,251.491,0.810286,2.62183,339.525,24.1041,0
3371,11,116.357,0.0777328,-0.834677,116.709,0.000511,0
3372,90,800.206,-0.0162393,-1.16684,835.933,241.424,1
3372,90,856.399,1.23236,1.968,1594.2,53.7051,0
3372,13,71.2831,0.0150983,-1.09606,71.2913,0.10566,0
3373,90,304.683,1.30588,-2.22766,610.123,89.2641,1
3373,13,312.246,2.33316,0.97024,1624.85,0.10566,0
3374,90,296.815,0.191419,-2.24282,306.652,51.6602,0
3374,13,128.731,-1.02626,0.0943153,202.685,0.10566,0
3375,90,315.149,1.063,-1.08558,514.899,66.2744,0
3375,13,42.8931,0.349146,2.23838,45.5343,0.10566,0
3376,90,435.474,-0.0692462,2.00997,436.748,14.1623,0
3376,11,41.4442,-0.0655875,2.01305,41.5333,0.000511,0
3377,90,1076.3,-0.67171,2.20871,1330.46,74.318,0
3377,13,64.9099,-0.273764,-0.826042,67.3576,0.10566,0
3378,90,332.153,-0.184998,1.59542,338.217,15.6801,1
3378,13,328.25,1.27499,-1.74599,633.209,0.10566,0
3379,90,463.495,-0.203017,0.673981,473.589,21.956,0
3379,13,191.997,0.0817747,-2.27703,192.639,0.10566,0
3380,90,296.246,-1.1119,-2.82379,499.37,18.307,0
3380,11,62.0057,-0.669681,1.72052,76.437,0.000511,0
3381,90,251.888,-0.611742,-0.85932,311.228,80.9797,0
3381,11,165.642,-0.671643,-0.638563,204.429,0.000511,0
3382,90,253.664,-0.572134,-2.36812,303.473,65.4715,0
3382,13,166.403,0.502401,0.667715,187.849,0.10566,0
3383,90,364.097,0.452559,-2.82307,422.086,128.586,0
3383,90,408.594,0.0262239,0.4795,414.341,67.9283,1
3383,11,316.121,0.413995,-2.78625,343.601,0.000511,0
3384,90,270.273,-0.0746753,1.13565,304.074,137.86,0
3384,90,311.547,1.7039,-1.59057,884.407,6.98049,0
3384,11,165.288,-0.0908087,1.17028,165.97,0.000511,0
3385,90,419.385,0.498712,1.25318,523.134,224.258,1
3385,90,445.09,-0.700112,-1.85039,558.956,16.8889,0
3385,11,32.6846,-0.120955,0.996022,32.9239,0.000511,0
3386,90,279.834,-0.381032,3.11861,301.382,24.3776,0
3386,90,475.884,-0.0294496,-0.0108602,494.043,131.973,0
3386,13,142.603,-0.404403,3.08954,154.424,0.10566,0
3387,90,328.61,0.716685,0.667951,416.808,10.3837,1
3387,13,31.9097,0.707453,0.111214,40.2337,0.10566,0
3388,90,396.831,1.48206,0.519694,918.633,15.7568,0
3388,13,38.0408,-0.336838,-2.05643,40.2194,0.10566,0
3389,90,281.702,-0.461483,-0.641447,321.957,78.5216,1
3389,13,29.0156,0.571005,2.73981,33.8759,0.10566,0
3390,90,275.747,-1.89623,1.63028,942.138,76.3294,1
3390,11,88.4456,-1.29345,-1.43605,173.338,0.000511,0
3391,90,269.008,1.8304,2.40275,863.706,75.6394,0
3391,11,55.3766,0.186572,-1.81438,56.3432,0.000511,0
3392,90,426.187,-0.656732,-0.14789,523.579,47.2326,0
3392,11,30.6133,-0.177448,1.5496,31.0965,0.000511,0
3393,90,431.36,-1.91906,2.89297,1501.65,26.8904,0
3393,90,482.38,-1.36277,-0.579662,1007.78,86.4876,0
3393,11,380.652,-1.28662,-0.509643,741.649,0.000511,0
3394,90,260.3,1.12704,-1.88906,456.664,107.314,1
